"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Standard Error
"Total"	"Mecklenburg County, NC"	"37119"	"Not Hispanic or Latino"	"2186-2"			555	4503551	12.32	0.52	11.69	0.50
	"Mecklenburg County, NC"	"37119"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mecklenburg County, NC"	"37119"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mecklenburg County, NC"	"37119"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mecklenburg County, NC"	"37119"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Mecklenburg County, NC"	"37119"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Mecklenburg County, NC"	"37119"					585	5169258	11.32	0.47	10.78	0.45
	"Mitchell County, NC"	"37121"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	459	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	159	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	117	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	3073	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Mitchell County, NC"	"37121"	"Hispanic or Latino"	"2135-2"			Suppressed	3808	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	236	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	387	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	653	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	14	70999	Unreliable	5.27	Unreliable	6.92
"Total"	"Mitchell County, NC"	"37121"	"Not Hispanic or Latino"	"2186-2"			14	72275	Unreliable	5.18	Unreliable	6.77
	"Mitchell County, NC"	"37121"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mitchell County, NC"	"37121"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mitchell County, NC"	"37121"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mitchell County, NC"	"37121"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Mitchell County, NC"	"37121"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Mitchell County, NC"	"37121"					14	76083	Unreliable	4.92	Unreliable	6.30
	"Montgomery County, NC"	"37123"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	763	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	254	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	1140	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	18962	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Montgomery County, NC"	"37123"	"Hispanic or Latino"	"2135-2"			Suppressed	21119	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	633	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2026	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	25751	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	Suppressed	87838	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Montgomery County, NC"	"37123"	"Not Hispanic or Latino"	"2186-2"			Suppressed	116248	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, NC"	"37123"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, NC"	"37123"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, NC"	"37123"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Montgomery County, NC"	"37123"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Montgomery County, NC"	"37123"					Suppressed	137367	Suppressed	Suppressed	Suppressed	Suppressed
	"Moore County, NC"	"37125"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	952	Suppressed	Suppressed	Suppressed	Suppressed
	"Moore County, NC"	"37125"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1011	Suppressed	Suppressed	Suppressed	Suppressed
	"Moore County, NC"	"37125"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	1550	Suppressed	Suppressed	Suppressed	Suppressed
	"Moore County, NC"	"37125"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	26878	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Moore County, NC"	"37125"	"Hispanic or Latino"	"2135-2"			Suppressed	30391	Suppressed	Suppressed	Suppressed	Suppressed
	"Moore County, NC"	"37125"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4188	Suppressed	Suppressed	Suppressed	Suppressed
	"Moore County, NC"	"37125"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	6522	Suppressed	Suppressed	Suppressed	Suppressed
	"Moore County, NC"	"37125"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	61878	Suppressed	Suppressed	Suppressed	Suppressed
	"Moore County, NC"	"37125"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	47	369077	12.73	1.86	14.37	2.20
"Total"	"Moore County, NC"	"37125"	"Not Hispanic or Latino"	"2186-2"			54	441665	12.23	1.66	13.92	1.97
	"Moore County, NC"	"37125"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Moore County, NC"	"37125"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Moore County, NC"	"37125"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Moore County, NC"	"37125"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Moore County, NC"	"37125"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Moore County, NC"	"37125"					56	472056	11.86	1.59	13.25	1.83
	"Nash County, NC"	"37127"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1610	Suppressed	Suppressed	Suppressed	Suppressed
	"Nash County, NC"	"37127"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1020	Suppressed	Suppressed	Suppressed	Suppressed
	"Nash County, NC"	"37127"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	3289	Suppressed	Suppressed	Suppressed	Suppressed
	"Nash County, NC"	"37127"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	25767	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Nash County, NC"	"37127"	"Hispanic or Latino"	"2135-2"			Suppressed	31686	Suppressed	Suppressed	Suppressed	Suppressed
	"Nash County, NC"	"37127"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3100	Suppressed	Suppressed	Suppressed	Suppressed
	"Nash County, NC"	"37127"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	4597	Suppressed	Suppressed	Suppressed	Suppressed
	"Nash County, NC"	"37127"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	188843	Suppressed	Suppressed	Suppressed	Suppressed
	"Nash County, NC"	"37127"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	50	243139	20.56	2.91	23.66	3.46
"Total"	"Nash County, NC"	"37127"	"Not Hispanic or Latino"	"2186-2"			59	439679	13.42	1.75	14.31	1.91
	"Nash County, NC"	"37127"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nash County, NC"	"37127"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nash County, NC"	"37127"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nash County, NC"	"37127"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Nash County, NC"	"37127"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Nash County, NC"	"37127"					60	471365	12.73	1.64	13.58	1.79
	"New Hanover County, NC"	"37129"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2219	Suppressed	Suppressed	Suppressed	Suppressed
	"New Hanover County, NC"	"37129"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1483	Suppressed	Suppressed	Suppressed	Suppressed
	"New Hanover County, NC"	"37129"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	5476	Suppressed	Suppressed	Suppressed	Suppressed
	"New Hanover County, NC"	"37129"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	50665	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"New Hanover County, NC"	"37129"	"Hispanic or Latino"	"2135-2"			Suppressed	59843	Suppressed	Suppressed	Suppressed	Suppressed
	"New Hanover County, NC"	"37129"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4687	Suppressed	Suppressed	Suppressed	Suppressed
	"New Hanover County, NC"	"37129"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	19030	Suppressed	Suppressed	Suppressed	Suppressed
	"New Hanover County, NC"	"37129"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	26	159016	16.35	3.21	18.45	3.73
	"New Hanover County, NC"	"37129"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	228	858028	26.57	1.76	27.71	1.86
"Total"	"New Hanover County, NC"	"37129"	"Not Hispanic or Latino"	"2186-2"			255	1040761	24.50	1.53	25.69	1.63
	"New Hanover County, NC"	"37129"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hanover County, NC"	"37129"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hanover County, NC"	"37129"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hanover County, NC"	"37129"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"New Hanover County, NC"	"37129"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"New Hanover County, NC"	"37129"					261	1100604	23.71	1.47	24.85	1.56
	"Northampton County, NC"	"37131"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	163	Suppressed	Suppressed	Suppressed	Suppressed
	"Northampton County, NC"	"37131"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	68	Suppressed	Suppressed	Suppressed	Suppressed
	"Northampton County, NC"	"37131"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	559	Suppressed	Suppressed	Suppressed	Suppressed
	"Northampton County, NC"	"37131"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	1343	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Northampton County, NC"	"37131"	"Hispanic or Latino"	"2135-2"			Suppressed	2133	Suppressed	Suppressed	Suppressed	Suppressed
	"Northampton County, NC"	"37131"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	510	Suppressed	Suppressed	Suppressed	Suppressed
	"Northampton County, NC"	"37131"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	252	Suppressed	Suppressed	Suppressed	Suppressed
	"Northampton County, NC"	"37131"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	59220	Suppressed	Suppressed	Suppressed	Suppressed
	"Northampton County, NC"	"37131"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	Suppressed	39475	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Northampton County, NC"	"37131"	"Not Hispanic or Latino"	"2186-2"			Suppressed	99457	Suppressed	Suppressed	Suppressed	Suppressed
	"Northampton County, NC"	"37131"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, NC"	"37131"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, NC"	"37131"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, NC"	"37131"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Northampton County, NC"	"37131"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Northampton County, NC"	"37131"					Suppressed	101590	Suppressed	Suppressed	Suppressed	Suppressed
	"Onslow County, NC"	"37133"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3405	Suppressed	Suppressed	Suppressed	Suppressed
	"Onslow County, NC"	"37133"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3032	Suppressed	Suppressed	Suppressed	Suppressed
	"Onslow County, NC"	"37133"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	12619	Suppressed	Suppressed	Suppressed	Suppressed
	"Onslow County, NC"	"37133"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	95516	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Onslow County, NC"	"37133"	"Hispanic or Latino"	"2135-2"			Suppressed	114572	Suppressed	Suppressed	Suppressed	Suppressed
	"Onslow County, NC"	"37133"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	6484	Suppressed	Suppressed	Suppressed	Suppressed
	"Onslow County, NC"	"37133"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	25350	Suppressed	Suppressed	Suppressed	Suppressed
	"Onslow County, NC"	"37133"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	11	151586	Unreliable	2.19	Unreliable	2.55
	"Onslow County, NC"	"37133"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	101	642157	15.73	1.57	17.38	1.85
"Total"	"Onslow County, NC"	"37133"	"Not Hispanic or Latino"	"2186-2"			115	825577	13.93	1.30	15.34	1.53
	"Onslow County, NC"	"37133"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Onslow County, NC"	"37133"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Onslow County, NC"	"37133"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Onslow County, NC"	"37133"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Onslow County, NC"	"37133"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Onslow County, NC"	"37133"					119	940149	12.66	1.16	14.31	1.41
	"Orange County, NC"	"37135"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2490	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, NC"	"37135"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1052	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, NC"	"37135"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	3648	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, NC"	"37135"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	52536	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Orange County, NC"	"37135"	"Hispanic or Latino"	"2135-2"			Suppressed	59726	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, NC"	"37135"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2468	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, NC"	"37135"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	58084	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, NC"	"37135"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	86884	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, NC"	"37135"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	43	501706	8.57	1.31	8.44	1.36
"Total"	"Orange County, NC"	"37135"	"Not Hispanic or Latino"	"2186-2"			50	649142	7.70	1.09	7.54	1.11
	"Orange County, NC"	"37135"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Orange County, NC"	"37135"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Orange County, NC"	"37135"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
